"app","from","to","pre","keyword","post","phrase"
"Lemonaid.Health",1249,1250,"of Service and other policies that govern your use of the Services ; and ?","Comply with","our licensing , legal , and regulatory obligations . 4 . How We Disclose Information","comply with"
"Lemonaid.Health",1466,1468,"quality assurance reviews under the direction and on behalf of our medical partners . ?","As Required by","Law , To Prevent Harm and / or in the Public Interest . We may","as required by"
"Lemonaid.Health",1467,1469,"assurance reviews under the direction and on behalf of our medical partners . ? As","Required by Law",", To Prevent Harm and / or in the Public Interest . We may provide","required by law"
"Lemonaid.Health",1492,1492,"in the Public Interest . We may provide Personal Information about you to respond to","subpoenas",", court orders , legal process or governmental regulations , or to establish or exercise","subpoena"
"Lemonaid.Health",1494,1495,"Public Interest . We may provide Personal Information about you to respond to subpoenas ,","court orders",", legal process or governmental regulations , or to establish or exercise our legal rights","court order"
"Lemonaid.Health",1497,1498,"We may provide Personal Information about you to respond to subpoenas , court orders ,","legal process","or governmental regulations , or to establish or exercise our legal rights or defend against","legal process"
"Lemonaid.Health",1548,1550,"regarding illegal activities , suspected fraud , safety or security concerns , or as otherwise","required by law",". ? Business Transfers . We may disclose your Personal Information with other business entities","required by law"
"Lemonaid.Health",1700,1701,", or certain transactional messages , such as appointment or prescription notifications . Except as","required to","provide you the Services you requested , you can also ask that we stop sending","required to"
"Lemonaid.Health",1809,1810,"can delete your Lemonaid account at any time . Please keep in mind we are","required to","retain certain limited information for legal and regulatory purposes , such as information that is","required to"
"Lemonaid.Health",2506,2507,"with the subject line "" Deletion Request "" . In some cases , we are","required to","maintain certain information as required by law ( for example , to maintain medical records","required to"
"Lemonaid.Health",2511,2513,"Deletion Request "" . In some cases , we are required to maintain certain information","as required by","law ( for example , to maintain medical records ) . ? Request Correction of","as required by"
"Lemonaid.Health",2512,2514,"Request "" . In some cases , we are required to maintain certain information as","required by law","( for example , to maintain medical records ) . ? Request Correction of your","required by law"
"Lemonaid.Health",3824,3825,"more . ? Audit : Auditing related to a current interaction and concurrent transactions or","compliance with","applicable laws or standards . ? Security and Integrity : Detecting security incidents , maintaining","compliance with"
