"app","from","to","pre","keyword","post","vague_noun"
"Sober.Sidekick",3081,3081,"/ or with the following categories of third parties .","Vendors",", Consultants , and Other Third-Party Service Providers . We","vendors"
"Sober.Sidekick",3088,3089,"third parties . Vendors , Consultants , and Other Third-Party","Service Providers",". We may share your data with third-party vendors ,","service providers"
"Sober.Sidekick",3098,3098,"Service Providers . We may share your data with third-party","vendors",", service providers , contractors , or agents ( ""","vendors"
"Sober.Sidekick",3100,3101,". We may share your data with third-party vendors ,","service providers",", contractors , or agents ( "" third parties ""","service providers"
"Sober.Sidekick",3318,3318,"please visit the Google Privacy & Terms page . *","Affiliates",". We may share your information with our affiliates ,","affiliates"
"Sober.Sidekick",3327,3327,"* Affiliates . We may share your information with our","affiliates",", in which case we will require those affiliates to","affiliates"
"Sober.Sidekick",3336,3336,"our affiliates , in which case we will require those","affiliates","to honor this privacy notice . Affiliates include our parent","affiliates"
"Sober.Sidekick",3343,3343,"will require those affiliates to honor this privacy notice .","Affiliates","include our parent company and any subsidiaries , joint venture","affiliates"
"Sober.Sidekick",3372,3373,"or that are under common control with us . *","Business Partners",". We may share your information with our business partners","business partners"
"Sober.Sidekick",3382,3383,"Business Partners . We may share your information with our","business partners","to offer you certain products , services , or promotions","business partners"
"Sober.Sidekick",5257,5258,"else ? We may disclose your personal information with our","service providers","pursuant to a written contract between us and each service","service providers"
"Stardust",1275,1275,"the following categories of third parties : ● Processors .","Vendors","or agents working on our behalf may access health data","vendors"
"Sugarmate",1945,1945,"technologies , such as cookies , that we or our","vendors","place on our online Services , or which may have","vendors"
"Sugarmate",2176,2177,", including external parties such as advertising networks , internet","service providers","( ISPs ) , contractors , data analytics providers ,","service providers"
"Sugarmate",3477,3477,"personal information , as described above , to : ●","Affiliates",". We may disclose personal information to companies or ventures","affiliates"
"Sugarmate",3497,3497,"ventures that are owned or controlled by us or our","affiliates","in order to provide and improve our Services , for","affiliates"
"Sugarmate",3516,3516,", for marketing purposes , and for advertising . ●","Vendors",". We may disclose personal information to contractors , business","vendors"
"Sugarmate",3526,3527,"Vendors . We may disclose personal information to contractors ,","business partners",", marketing partners , analytics providers , and other vendors","business partners"
"Sugarmate",3537,3537,"partners , marketing partners , analytics providers , and other","vendors","to provide , improve , and personalize Services or where","vendors"
"Sugarmate",3557,3557,"where we have your permission to do so . Our","vendors","may engage subcontractors to perform Services for us . ●","vendors"
"Sugarmate",3571,3571,"to perform Services for us . ● Text Messaging Program","Vendors",". Although we may disclose certain personal information to vendors","vendors"
"Sugarmate",3581,3581,"Vendors . Although we may disclose certain personal information to","vendors","that help us provide text messaging programs , we do","vendors"
"Sugarmate",4170,4170,"cookies "" or "" tracking technologies "" ) managed by","vendors","or external parties , for various reasons , such as","vendors"
"Sugarmate",4236,4236,"better experience on our Services . We may use technology","vendors","in connection with your activity on certain pages of our","vendors"
